id,class,c1,c2,c3,c4,c5,c6,c8,c9,c14,c17,c18,c20,c22,c23,c27,c32,c40,c43,c46,c47,c48,c54,c55,c56,c57,c58,c59,c60
1127,545988074,-317481421,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
1128,545988074,-970832534,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
1129,545988074,-970832534,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
1130,545988074,1416575964,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
1131,545988074,1416575964,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
1132,545988074,-1217899098,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
1133,545988074,-1217899098,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
1134,545988074,-37907800,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
1135,545988074,-37907800,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
1136,545988074,181336922,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
1137,545988074,181336922,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
1138,545988074,696741203,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
1139,545988074,696741203,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
1140,545988074,1210733062,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
1141,545988074,1210733062,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
1142,545988074,-757742561,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
1143,545988074,-757742561,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
1144,545988074,-732805102,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
1145,545988074,-732805102,1040736,0,левое,100,250.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
1146,545988074,1098137287,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
1147,545988074,384324784,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
1148,545988074,384324784,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
1149,545988074,1154074622,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
1150,545988074,1154074622,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
1151,545988074,1623280884,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
1152,545988074,1623280884,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
1153,545988074,137324466,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
1154,545988074,137324466,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
1155,545988074,-271245120,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
1156,545988074,-271245120,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
1157,545988074,-1917187161,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
1158,545988074,-1917187161,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
1159,545988074,731792532,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
1160,545988074,731792532,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
1161,545988074,1361029979,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
1162,545988074,1361029979,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
1163,545988074,114908424,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
1164,545988074,114908424,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
1165,545988074,-317481421,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
1166,545988074,-970832534,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
1167,545988074,-970832534,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
1168,545988074,1416575964,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
1169,545988074,1416575964,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
1170,545988074,-1217899098,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
1171,545988074,-1217899098,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
1172,545988074,-37907800,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
1173,545988074,-37907800,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
1174,545988074,181336922,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
1175,545988074,181336922,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
1176,545988074,696741203,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
1177,545988074,696741203,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
1178,545988074,1210733062,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
1179,545988074,1210733062,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
1180,545988074,-757742561,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
1181,545988074,-757742561,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
1182,545988074,-732805102,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
1183,545988074,-732805102,1040736,0,левое,100,150.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
1184,545988074,1098137287,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
1185,545988074,384324784,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
1186,545988074,384324784,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
1187,545988074,1154074622,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
1188,545988074,1154074622,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
1189,545988074,1623280884,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
1190,545988074,1623280884,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
1191,545988074,137324466,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
1192,545988074,137324466,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
1193,545988074,-271245120,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
1194,545988074,-271245120,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
1195,545988074,-1917187161,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
1196,545988074,-1917187161,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
1197,545988074,731792532,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
1198,545988074,731792532,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
1199,545988074,1361029979,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
1200,545988074,1361029979,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
1201,545988074,114908424,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
1202,545988074,114908424,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
1203,545988074,-317481421,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
1204,545988074,-970832534,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
1205,545988074,-970832534,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
1206,545988074,1416575964,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
1207,545988074,1416575964,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
1208,545988074,-1217899098,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
1209,545988074,-1217899098,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
1210,545988074,-37907800,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
1211,545988074,-37907800,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
1212,545988074,181336922,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
1213,545988074,181336922,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
1214,545988074,696741203,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
1215,545988074,696741203,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
1216,545988074,1210733062,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
1217,545988074,1210733062,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
1218,545988074,-757742561,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
1219,545988074,-757742561,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
1220,545988074,-732805102,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
1221,545988074,-732805102,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
1222,545988074,1098137287,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
1223,545988074,384324784,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
1224,545988074,384324784,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
1225,545988074,1154074622,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
1226,545988074,1154074622,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
1227,545988074,1623280884,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
1228,545988074,1623280884,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
1229,545988074,137324466,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
1230,545988074,137324466,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
1231,545988074,-271245120,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
1232,545988074,-271245120,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
1233,545988074,-1917187161,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
1234,545988074,-1917187161,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
1235,545988074,731792532,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
1236,545988074,731792532,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
1237,545988074,1361029979,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
1238,545988074,1361029979,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
1239,545988074,114908424,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
1240,545988074,114908424,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
1241,545988074,-317481421,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
1242,545988074,-970832534,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
1243,545988074,-970832534,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
1244,545988074,1416575964,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
1245,545988074,1416575964,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
1246,545988074,-1217899098,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
1247,545988074,-1217899098,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
1248,545988074,-37907800,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
1249,545988074,-37907800,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
1250,545988074,181336922,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
1251,545988074,181336922,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
1252,545988074,696741203,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
1253,545988074,696741203,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
1254,545988074,1210733062,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
1255,545988074,1210733062,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
1256,545988074,-757742561,1040736,0,левое,100,200.0,0.0,0,"0,20","88,8","88,8",ММ,1.0,0.5,1,1.0,1.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
