id,class,c1,c2,c3,c4,c5,c6,c8,c9,c14,c17,c18,c20,c22,c23,c27,c32,c40,c43,c46,c47,c48,c54,c55,c56,c57,c58,c59,c60
6825,545988074,-909401850,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
6826,545988074,-909401850,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
6827,545988074,2028393720,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
6828,545988074,2028393720,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
6829,545988074,1812041282,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
6830,545988074,1812041282,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
6831,545988074,1983984836,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
6832,545988074,1983984836,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
6833,545988074,1676905206,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
6834,545988074,1676905206,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
6835,545988074,-897373265,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
6836,545988074,-897373265,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
6837,545988074,1133531810,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
6838,545988074,1133531810,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
6839,545988074,-941782149,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
6840,545988074,-941782149,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
6841,545988074,842842542,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
6842,545988074,842842542,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
6843,545988074,66261355,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
6844,545988074,1873314772,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
6845,545988074,1873314772,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
6846,545988074,-1544303070,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
6847,545988074,-1544303070,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
6848,545988074,338705944,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
6849,545988074,338705944,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
6850,545988074,1373988822,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
6851,545988074,1373988822,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
6852,545988074,444454884,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
6853,545988074,444454884,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
6854,545988074,-2048766389,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
6855,545988074,-2048766389,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
6856,545988074,779748792,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
6857,545988074,779748792,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
6858,545988074,869525503,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
6859,545988074,869525503,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
6860,545988074,358316076,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
6861,545988074,358316076,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
6862,545988074,1941800079,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
6863,545988074,-909401850,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
6864,545988074,-909401850,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
6865,545988074,2028393720,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
6866,545988074,2028393720,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
6867,545988074,1812041282,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
6868,545988074,1812041282,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
6869,545988074,1983984836,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
6870,545988074,1983984836,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
6871,545988074,1676905206,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
6872,545988074,1676905206,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
6873,545988074,-897373265,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
6874,545988074,-897373265,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
6875,545988074,1133531810,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
6876,545988074,1133531810,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
6877,545988074,-941782149,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
6878,545988074,-941782149,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
6879,545988074,842842542,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
6880,545988074,842842542,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
6881,545988074,66261355,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
6882,545988074,1873314772,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
6883,545988074,1873314772,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
6884,545988074,-1544303070,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
6885,545988074,-1544303070,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
6886,545988074,338705944,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
6887,545988074,338705944,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
6888,545988074,1373988822,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
6889,545988074,1373988822,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
6890,545988074,444454884,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
6891,545988074,444454884,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
6892,545988074,-2048766389,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
6893,545988074,-2048766389,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
6894,545988074,779748792,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
6895,545988074,779748792,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
6896,545988074,869525503,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
6897,545988074,869525503,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
6898,545988074,358316076,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
6899,545988074,358316076,1040736,0,левое,100,200.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
6900,545988074,66292918,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
6901,545988074,1873346335,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
6902,545988074,1873346335,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
6903,545988074,-1544271507,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
6904,545988074,-1544271507,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
6905,545988074,338737507,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
6906,545988074,338737507,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
6907,545988074,1374020385,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
6908,545988074,1374020385,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
6909,545988074,444486447,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
6910,545988074,444486447,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
6911,545988074,-2048734826,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
6912,545988074,-2048734826,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
6913,545988074,779780355,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
6914,545988074,779780355,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
6915,545988074,869557066,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
6916,545988074,869557066,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
6917,545988074,358347639,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
6918,545988074,358347639,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
6919,545988074,2055081508,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
6920,545988074,-2055804709,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
6921,545988074,-2055804709,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
6922,545988074,-627775411,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
6923,545988074,-627775411,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
6924,545988074,1910929175,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
6925,545988074,1910929175,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
6926,545988074,-355039975,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
6927,545988074,-355039975,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
6928,545988074,894179019,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
6929,545988074,894179019,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
6930,545988074,913730884,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
6931,545988074,913730884,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
6932,545988074,-1596611721,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
6933,545988074,-1596611721,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
6934,545988074,1186466320,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
6935,545988074,1186466320,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
6936,545988074,-1776124029,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,П,К,Э,Э,л,(РЕ)
6937,545988074,-1776124029,1040736,0,левое,100,250.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1386543199,Пс,К,Э,Э,л,(РЕ)
6938,545988074,66292918,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,0,В,К,Э,Э,л,(РЕ)
6939,545988074,1873346335,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,В,К,Э,Э,л,(РЕ)
6940,545988074,1873346335,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1034116331,Т,К,Э,Э,л,(РЕ)
6941,545988074,-1544271507,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,В,К,Э,Э,л,(РЕ)
6942,545988074,-1544271507,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751703,Пс,К,Э,Э,л,(РЕ)
6943,545988074,338737507,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,В,К,Э,Э,л,(РЕ)
6944,545988074,338737507,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-718884441,Пс,К,Э,Э,л,(РЕ)
6945,545988074,1374020385,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,В,К,Э,Э,л,(РЕ)
6946,545988074,1374020385,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198453,Пс,К,Э,Э,л,(РЕ)
6947,545988074,444486447,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,В,К,Э,Э,л,(РЕ)
6948,545988074,444486447,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-416966437,Пс,К,Э,Э,л,(РЕ)
6949,545988074,-2048734826,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,П,К,Э,Э,л,(РЕ)
6950,545988074,-2048734826,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-440751840,Пс,К,Э,Э,л,(РЕ)
6951,545988074,779780355,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,П,К,Э,Э,л,(РЕ)
6952,545988074,779780355,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,-1339337773,Пс,К,Э,Э,л,(РЕ)
6953,545988074,869557066,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,П,К,Э,Э,л,(РЕ)
6954,545988074,869557066,1040736,0,левое,100,150.0,0.0,0,"0,35","50,7","50,7",ММ,2.0,0.33,1,1.0,2.0,18,30.0,16.0,1.0,1639198316,Пс,К,Э,Э,л,(РЕ)
